Name,Country,Category,Purpose,OrbitClass,OrbitType,Longitude,Mass,LaunchDate,Contractor,LaunchSite,LaunchVehicle,Grouped_Purpose
OneWeb-0107 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0108 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0109 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0110 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0111 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0112 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0113 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0114 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0115 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0116 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0117 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0118 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0119 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0120 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0121 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0122 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0123 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0124 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0125 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0126 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0127 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0128 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0129 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0130 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0131 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0132 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0133 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0134 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0135 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0136 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0137 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0138 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0139 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0140 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0141 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0142 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0143 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0144 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0145 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0146 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0147 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2020-12-18,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0148 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0149 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0150 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0151 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0152 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0153 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0154 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0155 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0156 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0157 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0158 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0159 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0160 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0161 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0162 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0163 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0164 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0165 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0166 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0167 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0168 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0169 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0170 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0171 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0172 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0173 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0174 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0175 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0176 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0177 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0178 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-03-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0179 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0180 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0181 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0182 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0183 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0184 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0185 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0186 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0187 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0188 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0189 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0190,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0191 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0192 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0193 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0194 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0195 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0196 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0197 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0198 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0199 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0200 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0201 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0202 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0203 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0204 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0205 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0206 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0207 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0208 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0209 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0210,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0211,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0212,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0213,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0214,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0215,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0216,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0217 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0218 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0219 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0220 ,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-04-25,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0221,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0222,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0223,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0224,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0225,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0226,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0227,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0228,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0229,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0230,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0231,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0232,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0233,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0234,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0235,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0236,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0237,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
OneWeb-0238,United Kingdom,Commercial,Communications,LEO,Polar,0.0,148,2021-05-28,OneWeb Satellites/Airbus,Vostochny Cosmodrome,Soyuz-2.1b,Communications
